id	sentence1	sentence2	label
4505	Windows プラットフォームでは、Dyalog APL によって .NET との緊密な統合が提供され、Microsoft Visual Studio 開発プラットフォームとも限定的に統合されています。	Windows プラットフォームの場合、Dyalog APL は、.NET との密接な統合、また開発プラットフォーム Microsoft Visual Studio との限定的な統合が可能です。	1.0
4506	マイケル・リーベル・シニアは、両親がドイツからペンシルバニア州エリーからやってきたとき 14 歳でした。	マイケル マイケル リーベル シニアは、彼の両親がドイツのエリーからペンシルバニアに移った時 14 歳でした。	0.0
4517	テイラーは、アトランタ・ブレーブス、ミルウォーキー、およびシカゴ・ホワイトソックスのためのスカウトとして死ぬまで野球界に現役でとどまりました。	テイラーは、アトランタ・ブレーブス、ミルウォーキー、およびシカゴ・ホワイトソックスのためのスカウトとして死ぬまで野球界に現役でとどまりました。	1.0
4520	ナニュエットの東、チェスナット・リッジの南、ニューヨーク州のブラウベルトの西、ニュージャージー州のモントヴェールとオールド・タッパンの北に位置している。	それは、ニューヨーク州チェスナット・リッジの東、ナニュエットの南、ブロベルトの西、およびニュージャージー州モントベールおよびオールド・タッパンの北に位置しています。	0.0
4523	彼は海軍本部で同様に成功しましたが、1748 年 2 月に南部国務長官となった後はあまり幸運ではありませんでした。	海軍本部で大きな成功を収めたものの、1748 年 2 月に南部省大臣になってからは、それほど幸福ではなかった。	0.0
4527	バーモント・サウスはミッチャムの北、ナンアワディングとフォレスト・ヒルの西、バーモントの南、ワンターナとリングウッドの東に位置しています。	バーモントは、北はミッチャム、西はナンアワディングとフォレスト・ヒル、南はバーモント、東はワンターナとリングウッドと境界を接している。	0.0
4531	ただし、現在の続きでは、スーパーマンは『ラスト・サン』の中で初めてゾッドに出会います。	現在も続くシリーズで、スーパーマンは「最後の息子」で初めて真のゾッドと出会います。	1.0
4534	彼は 1876 年にテキサス州ダラスに移転し、1887 年にカリフォルニア州サンディエゴに移転しました。	1876 年にテキサス州ダラスに、そして 1887 年にカリフォルニア州サンディエゴに引っ越しました。	1.0
4537	33.7% はメリーランド州で誕生した。メリーランド州は国勢調査局により、近隣のバージニア州およびワシントン D.C. と共にアメリカ合衆国南部の一部として分類されている。	33.7% はメリーランド州で誕生した。メリーランド州は国勢調査局により、近隣のバージニア州およびワシントン D.C. と共にアメリカ合衆国南部の一部として分類されている。	1.0
4539	クジル川は、ルーマニアのジアー川の支流です。	クジル川は、ルーマニアのギシャグ川の支流です。	1.0
4541	彼は千代の富士となり、次に「幕内」力士から最高の「横綱」まで上り詰めました。	彼は千代の富士となり、その後は「幕内」力士、偉大な「横綱」になりました。	1.0
4545	髪に力を持つ妖精は、エリザベス・アン・スカボロー作の 1984 年のの小説『The Harem of Aman Akbar』に登場する。	髪にその力を持つペリとは、エリザベス・アン・スカボローの 1984 年の小説「ザ・ハレム・オブ・アマン・アクバル」の登場人物です。	0.0
4547	紀元前 284 年、齊王は西周で秦昭王と会い、息に対抗した同盟を組みました。	紀元前 284 年、釐王は西周、秦の昭王と会談し、魏に対抗して同盟を結びました。	0.0
4550	この事実は、新世代の人々を含む混成植民地が再入植を希望するサイロンの「計画」の一部のようです。	この事実は、新たな雑種世代で人間の植民地を再植民地化することを望むサイロンの「計画」の一部であると考えられる。	0.0
4552	花は茶色の斑点のある黄色です。	花は茶色で、黄色い点があります。	0.0
4553	ティム・ヘンマンは、決勝で 6 -- 7、6 -- 4、7 -- 6 でピート・サンプラスに勝ちました。	ピート・サンプラスは決勝戦でティム・ヘンマンと対戦し、6 -- 7、6 -- 4、7 -- 6 のスコアで勝利した。	0.0
4562	この映画は、新しい映画業界で活躍するマラヤーラムの歌手、ラファエルにまつわる作品である。	この映画は、マラヤーラム語の映画業界の新人歌手、ラファエルに関するものです。	0.0
4563	マーティンズ・ピーナは、ジョアン・マーティンズ・ピーナとフランシスカ・デ・ポーラ・ジュリエッタ・ピーナの間に、リオデジャネイロで生まれました。	ジョアン マーティンズ ペナとフランシスカ デ パウラ ジュリエッタ ペナは、リオデジャネイロでペナ マーティンズ家に生まれた。	0.0
4567	4 人目の欠員は、1826 年 5 月以降のジョゼフ・ヘムヒルの辞任を受けて生じ、トーマス・キッテラがその穴を埋めた。	4 番目は、1826 年 5 月以降のトーマス・キッテラの辞任によるもので、その後はジョゼフ・ヘムヒルが後任を務めました。	0.0
4569	2016 年、明治安田生命 J3 リーグは日本サッカーのティア 3 で 20 シーズン目、プロ J3 リーグの 3 シーズン目にあたります。	2016 年明治安田 J3 リーグは、プロフットボールの第 3 ステージの第 20 シーズン、また日本 J3 リーグの第 3 シーズンです。	0.0
4571	ナバランガ周辺の入り江は、その周囲にある中央の 8 よりも大きな四角形です。	ナバランガ（Navaranga）の中央にある柱間は、それを囲む 8 つの柱間よりも大きな空間となっている。	0.0
4574	ジンゴンはフットボールクラブ Lito に在籍していた。	ジンゴンは、リトのクラブ フットボールでプレーしました。	1.0
4578	夏季は温暖で雨が降り、冬季は気温が低い。	夏は暖かくて雨が多く、冬は涼しい天候です。	1.0
4582	ハップとは、主にウッタル・プラデーシュ州東部のヤット族とハリヤナ州西部のヤット族に属する一族または関連する一族のこと。	ハップとは、主にウッタル・プラデーシュ州西部とハリヤナ州東部の一族、または関連する一族のこと。	0.0
4585	アンダーソンは 1943 年、カリフォルニア州レドンド ビーチ生まれ、カリフォルニア州オークランド出身です。	1943 年、アンダーソンはカリフォルニア州レドンドビーチで生まれ、カリフォルニア州オークランドから来ました。	1.0
4587	1783 年、彼の父はその夜、チャールズ・ボーンとジェームズ・ウォレス卿の裁判事件について触れました。	1783 年、父親について、チャールズ・ボーンとジェームズ・ウォレスを含む訴訟を取り巻く事件で言及している。	1.0
4589	彼は、1993 年に A 級ケーン・カウンティ・クーガーズ、および AA ポートランド・シードッグスで活躍しました。	彼は 1993 年、ポートランド・シードックスのレベル A、ケーンカウンティ・クーガーズのレベル AA で活躍しました。	0.0
4592	ヴルチャ (Vălcea) 川はルーマニアのアリエシュル・マーレ (Arieşul Mare) 川の支流である。	ヴルチャ川は、ルーマニアのアリエシュル・マーレ川の支流です。	1.0
4603	家族は 1972 年にキャンプヒルに転居した。その地でペンシルベニア州ハリスバーグのトリニティ高校に通った。	家族は 1972 年にペンシルベニア州ハリスバーグに転居し、彼はキャンプヒルのトリニティ高校を訪問しました。	0.0
4607	アニメテレビシリーズの最初のオープニングテーマとして「gravityWall」が使用され、2 番目のオープニングテーマとして「sh0ut」が使用された。	テレビアニメ シリーズの最初のオープニング トピックとして『gravityWall』が使用され、2 番目のオープニング テーマとして『sh0ut』が使用された。	1.0
4608	1963 年、ロイはインドの共産党に加入し、コルカタ、バンズドローニでの労働組合運動を主導しました。	ロイは 1963 年にインド共産党に加わり、バンスドロニのコルカタ地域で労働組合運動を率いた。	0.0
4618	1307 年 7 月 7 日にエドワード 2 世が父であるエドワード 1 世から王位を継承すると、臣下は新任の王に向けていわゆる親善的な態度を示した。	エドワード 1 世が 1307 年 7 月 7 日に父親のエドワード 2 世の後を継いだ時、臣民の態度は概して新しい王様に好意的でした。	1.0
4632	この映画は否定的な批判を受けたが、VHS と DVD で公開された後、Amazon と IMDB で好意的なコメントが寄せられ、カルト的な人気を博すようになった。	映画は否定的なレビューを受けたが、VHS と DVD でのリリース後、Amazon や IMDB で好意的なコメントが寄せられ、カルト的な支持を得るようになった。	1.0
4642	デーブ・トマールはエド・ダンテのペンネームです。ラトガース大学を卒業し、現在はフィラデルフィアでフリーランス作家をしています。	エド・ダンテはラトガース卒で、フィラデルフィア在住のフリーランス ライター、デイヴ・トマールの仮名です。	0.0
4645	ただし、マドンナ、プリンス、およびマイケル・ジャクソンは、アルバムに影響を与えました。	しかし、このアルバムにはマドンナ、プリンス、およびマイケル・ジャクソンの影響が見られます。	1.0
4661	1965 年 12 月 21 日にコネチカット州ニューヘブンで誕生し、メリーランド州オクソン・ヒルのオクソン・ヒル高校を訪問した。	彼は 1965 年 12 月 21 日にメリーランド州オクソンヒルで生まれ、コネチカット州ニューヘイブンのオクソンヒル高校に通いました。	0.0
4663	1 文に複数の文法範疇が存在する場合、複数形だけに最初の標識が付きます。例：	1 文に複数の文法範疇が存在する場合、複数形だけに最初の標識が付きます。	1.0
4669	1939 年のナチス - ドイツとソビエト連邦によるポーランドの侵略後、オステールバは地下教育を積極的に行ったが、再び病魔に襲われていた。	1939 年のナチス ドイツおよびソビエト連邦によるポーランド侵略の後、オステールバは地下教育で活躍しましたが、それと共に病気にもかかりました。	0.0
4673	ピーター・ダコンジ (1903 - 1967) は、初期ジャズ リーディストであり、アメリカのニューオリンズのジャズ シーンで活躍しました。	ピーター・ダコンジ (1903 ? -1967 ?) は、ニューオリンズの初期のジャズ シーンで活躍したアメリカのジャズ リーディストでした。	0.0
4676	同時に、フランシス法王はトンに香港司教をさらに 3 年継続するよう依頼しました。	フランシス・トン教皇は同時に、3 年間は香港の司教であり続けることを求めた。	0.0
4680	これが最初の翻訳であるということは、事実上、ちょっとした誤解が必然であることを意味しています。	これがマイナー翻訳であるという事実は、最初の誤解が実質的には不可避であることを意味しています。	0.0
4681	彼女は企業家バビス・ラザリディスとの再婚によって、息子ヴァシリスをもうけました。	実業家のヴァシリスとの彼女の 2 回目の結婚では、ベイビス・ラザリディスという息子が生まれました。	0.0
4682	立ち上げ資金はビル & メリンダ・ゲイツ財団、資本家ジョージ・ソロス、テクノロジー分野の起業家エドワード W. スコットによる融資です。	資金は、ビル・メリンダ・ゲイツ財団、財政家のエドワード W スコット、およびテクノロジー企業家ジョージ・ソロスから来ていました。	0.0
4683	チーズとチーズ製品 (特にブリンダ、コルバチク、オスティエポク、パレニカ、トバロチーズ)、チンチカは伝統的なスロバキア料理である。	チーズ、チーズ製品 (特にトヴァロフ、コルバシック、オスティエポック、パレニカ、ブリンザ) またミルク製品は、伝統的なスロバキアの名産品です。	1.0
4688	ノーマン・ベル・ゲディーズ (1893 年 4 月 27 日～ 1958 年 5 月 8 日)、本名ノーマン・メランクトン・ゲディーズは、アメリカの劇場および産業デザイナー。	ノーマン・メランクトン・ゲディーズ (Norman Melancton Geddes)、本名ノーマン・ベル・ゲディーズ (Norman Bel Geddes、1893 年 4 月 27 日～ 1958 年 5 月 8 日) は、アメリカの劇場および産業デザイナー。	1.0
4689	アイサ属 (クロアイサ) とは一般的に、ブラジルのアイサ属のカモを指す。	クロアイサは一般的なアイサ属のカモです。	0.0
4690	しかし、現在のシリーズでスーパーマンは、「最後の息子」の中で初めて真実のゾッドと対面することになります。	現行シリーズでは、スーパーマンが「最後の息子」の真実のゾッドと初めて対決します。	1.0
4691	ホーカー (郵便番号: 2614) はオーストラリア、キャンベラのベルコナン地区郊外であり、オーストラリア首都特別地域に位置しています。	ホーカー（PLZ : 2614）は、オーストラリア首都特別地域に含まれるキャンベラのベルコネン地区の郊外にある。	1.0
4693	ロベサル ビアハウスは、スタイルがドイツの影響を受けた地方醸造所です。	ロベタール・ビアハウス（Lobethal Bierhaus）は地域の影響を受けたスタイルが特徴のドイツの醸造所。	0.0
4705	現在の夏のリーグに属しているナシュア・シルバー・ナイトは、市営のチームです。	夏季現行リーグの一部であるナシュア シルバー ナイツは、市の大学チームです。	1.0
4708	より明るく、奥行きも短いため、小型自動車への配置に必要な設計パラメーターを備えています。	小型化と軽量化の実現 -- コンパクトカーへの配置を考えると必要な設計パラメータである。	0.0
4710	さらに、6 月 13 日発売のアルバムの 2 曲目『Vices』を、同アルバムからの 5 枚目のシングルとしてリリース。	6 月 13 日に、アルバムのセカンド シングルとして、アルバムの 5 番目のトラックに「バイス」を収録しました。	0.0
4712	ワイオミング高速 330 号線は、シェリダンの北西部を通る、シェリダン郡中部にあるごく短い東西方向のワイオミング州道です。	ワイオミング ハイウェイ 330 は、シェリダン郡北西のウエスト ワイオミング ステート ロードから東に非常に近いところに位置しています。	0.0
4714	マーク・ノウルズとマックス・ミルニーは、決勝戦で 6 -- 3、6 -- 4 のスコアで、オブライエンとパーマーに勝利した。	オブライエンとパーマーは、決勝戦でマーク・ノールズとマックス・ミルヌイと対戦し、6 -- 3、6 -- 4 のスコアで勝利した。	0.0
4715	多数の異なる IE が必要な場合、本質的に能力計画の問題の増加に至り、多くの場合 IP の不達につながります。	より多くの異なる IE が必要になると、多くの場合、キャパシティ プランニング問題がさらに頻発し、本質的に IP の配信不能につながる。	0.0
4716	ただしこのアルバムには、マドンナ、プリンス、マイケル・ジャクソンが影響を与えている。	ただしこのアルバムには、マイケル・ジャクソン、プリンス、マドンナが影響を与えている。	1.0
4718	彼らは地元政府を確立し、活発で自由なクルド人の政党を制度化し、クルド議会を運営することができました。	彼らは、地方行政を管理し、自由で活動的なクルド政党を設立し、クルド議会を設立することができました。	0.0
4719	以下の評価では、ショーの最低評価は赤、最高評価は青のエピソードで表示されています。	下のレビューでは、赤がショーで評価最高、青がショーで評価最低のエピソードです。	0.0
4728	ベッテンコートがギター パートをマスタリングし、クリス・ジェイリンガーがそれをニューヨークのスターリング・サウンド・スタジオで演奏した。	ベッテンコートがギターを演奏し、クリス・ジェイリンガーがニューヨークのスターリング・サウンド・スタジオでこれをマスタリングしました。	0.0
4729	ラス・アビ・アディ (Ras Abbi Addi) はカッサ (Kassa) まで進み、その中心でラス・セヨム (Ras Seyoum) と合流した。	カッサ公爵はアビ・アディーまで進み、中心地のセヨム公爵と合流した。	0.0
4732	1974 年、国連の支援でアジア開発銀行と世界銀行、ラオ PDR によりステージ II 基金が設立されました。	ラオスは 1974 年に、世界銀行、国連、ならびにアジア開発銀行の支援を受けて第 II 期基金を設立した。	1.0
4743	このエピソードは後回しにされましたが、後で省略され、最終的には中止されました。	そのエピソードは後回しにされ、後の回では省略され、最終的には中止されました。	1.0
4747	オークリンは第一議員選挙区に位置し、ニュージャージーの第 6 州議員選挙区です。	オークリンは下院選挙第 1 区に位置し、ニュージャージー州の議員選挙第 6 区の一部である。	1.0
4748	2017 年 7 月、ネイト・ディメオはエルマー・マカーディーと共に「メモリー パレス」のエピソードで取り上げられました。	2017 年 7 月、エルマー・マカーディーはネイト・ディメオ（Nate DiMeo）による『The Memory Palace』のエピソードのテーマとなった。	0.0
4749	2 月上旬に報告された火災件数は 73 件で、そのうち 26 件は制御不能で、鎮火にはもうひと月かかると予想されます。	2 月の初めに報告された火災は 73 件で、そのうち 26 件は制御不能でした。火災を別の月にするには制御するための時間が必要です。	1.0
4752	相補解は、パラメータの変動を使用して、特定の解に未知の関数 C (x) を掛けて求める。	補足的な解は、特定の解を未知の関数 C(x) に乗ずることで、プロシージャ定数変化法を使います。	1.0
4753	その中には、ボレロ作曲家のシルビア・レクサック、作家のマリー・テレサ・リオス、そして歌手のジュリータ・ロスがいます。	その中には、「ボレロ」の作曲家マリー・テレサ・リオス、作家のジュリータ・ロス、そして歌手のシルビア・レクサックがいます。	0.0
4758	ドッティは 1923 年グロスターで生まれ、2014 年ボストンで死亡しました。	ドッティ (Dotty) は 1923 年にボストンで誕生し、2014 年にグロスターで死亡した。	0.0
4760	1994 年に、ロドリゴ・レオンはソロ キャリアを始めるためにバンドを去った。代わりに加わったのは、カルロス・マリア・トリンダーデ（キーボード シンセサイザー担当）である。	1994 年、カルロス・マリア・トリンダーデはソロとして活動を始めるためバンドを脱退し、ロドリーゴ・レアン (キーボード シンセサイザー) が代わりに加入しました。	0.0
4761	マス（Massé）は、ニューヨーク州ウエストチェスター郡で誕生し、ミシガン州ホランドで育ち、若い頃をヨーロッパで過ごした。	マスはミシガン州ホランドで誕生し、ニューヨーク州ウエストチェスター郡で育ち、10 代の頃はヨーロッパで過ごした。	0.0
4762	シリコンバレー近郊の人口は爆発的に増加しており、トライ・バレーのブームは土地の価格を飛躍的に高騰させるため、こうした取り組みは将来を見越したものであることが明らかになるでしょう。	シリコン バレー近辺の人口増加に従い、このような取り組みには先見の明があることが証明され、トライ バレーの景気によって土地の価格が急激に高騰するでしょう。	0.0
4764	ロンゴは、ニュージャージー州ジャージーシティで誕生し、ニュージャージー州バヨンヌのマリスト高校およびロードアイランド大学に通っていた。	ニュージャージー州ジャージーシティーに生まれたロンゴは、ニュージャージー州ベイヨンにあるマリスト高校、ロードアイランド大学で学びました。	1.0
4766	セミ プロ フットボールでは、スコティッシュ・プレミアシップでは全レベルのスコットランド チームがリーグ戦を行い、スコティッシュ・チャンピオンシップに参加するチームは大半がセミ プロである。	スコットランドのサッカーにおいて、スコティッシュ・プレミアシップ以下のすべてのレベルでセミプロのチームが勝利しましたが、スコティッシュ・チャンピオンシップのほとんどのチームはセミプロでした。	0.0
4768	映画は好評でしたが、VHS と DVD の発売後はカルト的な人気が高まり、アマゾンと IMDB では否定的なコメントが増えました。	この映画は、いくらか批判を受けたものの、VHS と DVD で発売後は、Amazon と IMDB で好意的なコメントが寄せられ、カルト好みのものになりました。	0.0
4771	リチャード・ギブソンおよび宮廷画家ジョアン・カーライルから賞賛を受けた彼女は、ピーター・レリーと同様に成功したと見なされています。	リチャード ギブソンと宮廷画家ピーター リリーに称賛されている彼女は、ジョアン カーライルと同じほど成功を収めたと考えられています。	0.0
4772	ペンシルベニア州道 268 号線は、この橋の西端から、パーカーの北、エレントンの南へと続く。	ペンシルバニア・ルート 268 は橋の西端から、北はパーカー、南はエムレントンに続いています。	1.0
4778	バルテリ・ボッタスとルイス・ハミルトンが最も早く、その後にウィリアムズのニコ・ロズベルグが続きます。	最速だったのはニコ・ロズベルグで、ウィリアムズのバルテリ・ボッタスやルイス・ハミルトンに勝利した。	0.0
4779	彼はその後、オハイオ州トリードの学校で教え、1856 年から 1859 年までクリーブランドの学校で最高責任者を務めました。	彼はオハイオ州トレドの学校で教師をし、1856-1859 年にはクリーブランドの副学校教育長を務めました。	1.0
4787	モンタギュー・スレイターは 1942 年 4 月に英国に帰国し、帰国後間もなくブリテンに「ピーター・グライムズ」のために台本の作者となるように頼みました。	ブリテンは、1942 年 4 月にイングランドに戻るとすぐ、モンタギュー・スレイターにピーター・グライムズの台本を執筆するように依頼しました。	0.0
4788	スリランカでは、会計士（CA スリランカ）の称号は、スリランカの会計士協会の会員のみが使用できる。	CA では、公認会計士の肩書きの使用 (スリランカ) は、スリランカ会計士教会のメンバーだけに限られます。	0.0
4789	マーク・ノールズとマックス・ミルヌイは、決勝でオブライエンとパーマーと対戦し、6 -- 3、6 -- 4 のスコアで勝利した。	マーク・ノールズとマックス・ミルヌイは決勝でオブライエンとパルマ―を 6 - 3、6 - 4 で下しました。	1.0
4793	デイビット・アーラン・コーは 1980 年、20 歳のときにウォーレン・ヘインズのバンドのツアーとレコディングに参加しました。	デイビット・アーラン・コーは 1980 年、20 歳のときに ウォーレン・ヘインズのツアーとバンドのレコーディングに参加しました。	1.0
4800	彼はさらに、2016 年の大統領選挙キャンペーンを含めて、ミット・ロムニーに 34,000 米ドル、テッド・クルーズに 7,000 ドルを寄付しました。	また彼はテッド・クルーズに 34,000 ドル、ミット・ロムニーにも彼の 2016 年の大統領選を含め、7,000 米ドルを寄付しています。	0.0
4801	1830 年初頭、アーサー・タッパンはアメリカ植民地協会 (ACS) の一部のメンバーによる奴隷制度廃止運動とジェームズの著作の影響を受けました。	1830 年以来アーサー・タッパンは、アメリカ植民地協会 (ACS) の一部の会員やアーサー・タッパンの著作の奴隷制度廃止運動の影響を受けました。	1.0
4806	ポルノビデオ技術が出現するまで、電子およびデジタルフィルムの大量生産は、いわば主流である映画業界と直接結びついていた。	電子およびデジタル・ビデオ技術の出現まで、ポルノ映画の大量生産は主な映画産業に直結していました。	0.0
4810	NS	ブラッド・クレリンは BARLA グレート・ブリテン代表として、オーストラリアを経由するツアーに加わった。他の 6 名の選手はカンブリア代表だった。	0.0
4817	カッツは 1947 年スウェーデンに生まれ、1 歳でニューヨークシティに移住しました。	カッツは 1947 年、スウェーデンで誕生し、1 歳のときにニューヨークに移住しました。	1.0
4818	ミッチェル・ニンバス (Mitchell Nimbus) は、1950 年代にドン・ミッチェルが設計した、アメリカ製の単座の高翼グライダーである。	ミッチェル・ニンバスは、1950 年代にドン・ミッチェルが設計した、アメリカ製のハイ シートの片翼グライダー シリーズである。	1.0
4820	第 1 の、すなわち「狭」系は、z = 0,712 の赤方偏移での ( O III ) および他のイオン化元素の赤線からなる。	第 1 または「レッド」システムは、(O |||) の狭線と redshift z = 0.712 でのイオン化要素から構成されます。	0.0
4829	1975 年 12 月の連邦選挙で地滑り的勝利でウィットラムを破ったマルコム・フレイザーは、労働組合運動への奉仕のために騎士団をエガートンに提供した。	1975 年 12 月に合衆国選挙で圧倒的勝利をもってマルコム・フレーザーに勝ったホイットラムは、エガートンに対して、労働組合活動に貢献するようにナイト爵位を授与しました。	0.0
4830	この点について、イオネスクは、彼の初期の論文のうち 1 つの中で、重要かつかなり予言的な意見を述べました:	この点において、イオネスクは、初期の著作の 1 つで、重要で、かつ予言的でもある次のような内容を述べました。	1.0
4836	チームは 1953 年にオーストラリアで、1959 年 8 月にはアジアでも遠征試合を行った。	チームは 1953 年にオーストラリアに遠征し、1959 年 8 月にはアジアに遠征しました。	1.0
4839	バンドの歌手には、ドロシー・クレーン、ジェリー・ラング、ベティ・グリフィン、バーニーの兄弟であるウォルター・カミンズ、後にトミー・ドーシーと共演したスコッティ―・マーシュがいました。	このバンドの歌手には、ドロシー・クレーン、ジェリー・ラング、ベティ・グリフィン、バーニーの兄ウォルター・カミンズ、そして後にトミー・ドーシー楽団で歌ったスコッティ・マーシュが含まれます。	1.0
4840	初期の顧問としては、ウォルター・クロンカイト、ノーマン・フェッター、ゴア・ヴィダル、ノーマン・ポドレツ、ソール・ベロー、アリステア・クックがいました。	初期の諮問メンバーには、アリステア・クック、ソール・ベロー、ウォルター・クロンカイト、ノーマン・カズンズ、ゴア・ヴィダル、ノーマン・ポドレツが含まれていました。	1.0
4841	これはメディネット・ハブ埋葬殿にある 2 つの長い碑文で記録されていた。2 つの碑文は物理的に離れた場所にあり、互いに多少異なっている。	これについては、彼の葬祭殿メディネット ハブにある 2 つの長い碑文に記録されていました。それらは、物理的には別個のものであり、それらの間には若干の相違があります。	1.0
4848	この音楽ホールは、最初 1862 年にパリからロンドンに移設され、ダンサー、歌手、アクロバット、動物使いなど、多大の人気を得ました。	ミュージック ホールは 1862 年に初めてロンドンからパリに持ち込まれ、ダンサー、歌手、アクロバット、マジシャンに訓練された動物などで非常に人気を集めました。	0.0
4860	ボブとテッドは兄弟だった。ジョンはテッドの息子である。	ボブとテッドは兄弟で、テッドはジョンの息子です。	0.0
4861	9 月 17 日にアレオーラは、カリフォルニア州ロサンゼルスのステイプルズ・センターで、ホアン・サンドオーヴァル対サウル・アルバレスの前座試合で、アルフォンソ・ゴメスと対戦します。	9 月 17 日、カリフォルニア州ロサンゼルスのステイプルズ・センターで、サウル・アルバレス対アルフォンソ・ゴメスのアンダーカードでアレオーラがフアン・サンドバルと対決する予定です。	0.0
4862	この深さは、ミシガン湖とヒューロン湖の最大深度と比較される。	この深さは、ミシガン湖やヒューロン湖の最大深度に比較されます。	1.0
4865	少し上流には、使用されていないミシガン・セントラル鉄道橋があり、その前身のワールプール・ラピッズ橋と共にナイアガラ・カンチレバー橋と鉄道輸送を巡って競争を繰り広げました。	上流には閉鎖されたミシガン中央鉄道橋（Michigan Central Railway Bridge）があり、その前身であるワールプール・ラピッズ・ブリッジ（Rapids Bridge whirlpool）や、ナイアガラ・カンチレバー（Niagara Cantilever）橋と、鉄道交通を巡って競い合った。	1.0
4867	2017 年 8 月、チーム、プラカーシュ・ラージがチームに加わり、プロデューサーのアルーリ・チャクラパニの役を演じました。	アルリ・チャクラパニーも 2017 年 8 月にチームに参加し、プロデューサーのプラカーシュ・ラージの役割を演じたとされています。	0.0
4868	彼はテネシー州カーター郡に誕生し、のちにアーカンソー州に移住しました。	アーカンソー州で誕生し、テネシー州のカーター郡に転居した。	0.0
4883	第一次世界大戦中、彼はジュネーヴで勉学に励み、そこでヴィリ・ミュンツェンベルクとともに働きました。	第一次世界大戦中、ジュネーブで働き、そこでヴィリ・ミュンツェンベルクとともに研究をした。	0.0
4886	BEXIMCO はテキスタイル、基礎化学品、医薬品、ジュート、水産物を生産しており、不動産や土地開発による収益もあります。	ベキシムコは、繊維製品、海洋化学製品、医薬品、ジュートおよび日用食品を製造しており、不動産と土地開発の事業にも関与しています。	0.0
4897	デベレッツはブルガリア北部の町であり、ヴェリコ・タルノヴォ地方のヴェリコ・タルノヴォ市内にある。	デベレッツはブルガリア北部の町であり、ヴェリコ・タルノヴォ州、ヴェリコ・タルノヴォ自治体の一部です。	1.0
4898	これにより、グループ ノード内の複雑度が制限されることになり、グループ外にある他のノードとのカップリングが隠蔽されます。	これによって、グループ ノード内部の複雑さが抑えられ、グループ外の他のノードとの組み合わせが非表示になります。	1.0
4899	ペトケルヤルピ国立公園は、フィンランドの北カルヤラ県イロマンツィ地域にある国立公園です。	ペトケルヤルピ (Petkeljärvi) 国立公園は、フィンランド、北カルヤラ県 (North Karelia) のイロマンツィ (Ilomantsi) に所在する国立公園である。	0.0
4901	このうち 87.91% がハンガリー人、7.53% がルーマニア人、4.43% がルーマニ人である。	このうち 87.91% がルーマニア人、7.53% がハンガリー人、4.43% がローマ人である。	0.0
4906	彼は、1967 年の NBA ドラフトで 7 順目にフィラデルフィア・セブンティシクサーズに選択されました (全体では 77 番目の指名)。	1967 年の NBA ドラフトの第 7 ラウンド (全体で 77 番目の選出) でフィラデルフィア・セブンティシクサーズに選ばれた。	1.0
4910	ティナ・グレイ（Tina Gray、1885 年 ～ 1985 年）は医療の先駆者であり、「グラスゴー・ガール（Glasgow Girl）」で知られるノラ・ネイルソン・グレー（Norah Neilson Gray）の姉妹だった。	ノラ・ネイルソン・グレー (1885 -- 1985) は、医療分野の開拓者で、「グラスゴー・ガール」ティナ・グレーのシスターでした。	0.0
4913	チャンドラーはコンピューターを学習の道具と見なしたが、データを情報として、情報を知識として認識する一般的な客観主義を拒絶した。	チャンドラーはコンピューターを学習用の道具と見なしていましたが、データを情報として、また情報を知識として認識する支配的オブジェクティビズムは拒否していました。	1.0
4914	これらの同じ運動形態のコミュニケーションは、脳の顔面野から来ています。	このような顔の動きによるコミュニケーションは、脳の同じ領域によるものです。	0.0
4917	これらの場所は、評価がそれぞれ 56 と 96 の貧弱な生息地の周辺地域と見なされている。	この 2 つの敷地は土壌に乏しい限界生息地とみなされ、評価はそれぞれ 56 と 96 である。	0.0
4930	メリディアンは、デイキン、アレクサンドリア、ウェスタン、フェアベリー、およびトビアスの居住地区から成り、303 ネブラスカ学区を構成しています。	メリディアンは、デイキン、アレクサンドリア、ウェスタン、フェアベリー、トビアスの住民から構成され、303 ネブラスカ学校区を形成しています。	1.0
4934	ジョン・ミルトンはシェイクスピアに言及し、『コーマス』からアンジェラ・ウォレンの「鏡のように穏やかで、冷たく、半透明の波の下で」を引用しています。	アンジェラ・ウォーレン（Angela Warren）はシェイクスピアに言及し、ジョン・ミルトンの『コーマス』の「Under the glassy, cool, light-transmissible wave（ガラス状の、冷たい、光を透過する波の下）」を引用している。	0.0
4937	このうち 87.91% がハンガリー人、7.53% がルーマニア人、4.43% がルーマニア人である。	このうち 87.91% がハンガリー人、7.53% がルーマニア人、4.43% がルーマニ人である。	1.0
4939	3 歳のときに両親とともにエストニアからフィンランドに移住し、現在はヘルシンキに住んでいる。	彼女は 3 歳のとき、両親とともにフィンランドからエストニアに移住し、現在はヘルシンキに住んでいます。	0.0
4943	PPC  (特に右脳) が一時的に崩壊すると、断続性運動の記憶は大幅に低下します。	PPC、特に右側の PPC が一時的に混乱すると、サッカードの記憶は著しく弱まる。	1.0
4944	ジョシュア・ピムはウィルフレッド・バデリーと対戦し、6 -- 4、1 -- 6、7 -- 5、6 -- 0 のスコアで勝利した。	ジョシュア ピムはウィルフレッド バデリーを 6-4、1-6、7-5、6-0 で破った。	1.0
